"","C1","C2","C3","C4","C5","R2","R3","R4","R5"
"ENSMUSG00000094467",0.917996,0.9081271,0.780723,0.8061675,0.9375805,0.9708149,0.7736995,0.6717849,1.101262
"ENSMUSG00000094472",18.90743,17.29935,20.53142,22.57634,21.89283,17.32125,19.67508,23.81694,20.92874
"ENSMUSG00000094475",12.97496,12.38345,13.56271,13.61478,16.86473,13.11404,14.75434,14.89379,15.01148
"ENSMUSG00000094477",0.2357088,0.2565609,0.15315,0.3179486,0.2795312,0.1350562,0.2062878,0.2089698,0.2784439
"ENSMUSG00000094483",23.64063,24.30419,27.68299,25.49926,22.52513,25.07616,25.17295,20.90293,21.55529
"ENSMUSG00000094484",20.24077,18.91134,18.80689,20.53163,19.85866,19.98515,17.97075,18.70598,20.33353
"ENSMUSG00000094488",8.842284,9.373428,8.993649,10.05002,10.4825,9.337047,8.180687,10.1071,10.94554
"ENSMUSG00000094497",18.69035,15.62214,16.00128,16.82133,17.60584,15.3226,17.74795,16.39765,18.11951
"ENSMUSG00000094510",0.3413738,0.4558217,0.3493902,0.115635,0.328658,0.5437323,0.2214923,0.3208156,0.1660025
"ENSMUSG00000094518",13.63816,13.54903,12.08119,13.45709,12.33211,12.68094,13.01238,12.33922,12.50271
"ENSMUSG00000094520",14.76308,14.15301,13.93646,16.04423,14.52395,14.33067,12.00981,13.54583,13.23291
"ENSMUSG00000094526",0.90148,1.048576,1.044325,0.9749506,0.9698542,1.059507,0.7170586,0.9153632,0.9459228
"ENSMUSG00000094530",43.94466,27.08158,25.02396,32.41164,31.22205,28.83059,24.02643,29.13981,31.51592
"ENSMUSG00000094531",1.5615,1.965375,1.670909,1.862062,2.173353,2.295854,1.523568,2.298271,1.794656
"ENSMUSG00000094537",0.6049235,0.5663115,1.114521,0.7174167,0.4950888,0.8757738,0.8080476,0.5284066,0.6198004
"ENSMUSG00000094541",0.4822184,0.532682,0.5418398,0.4161803,0.5480751,0.665834,0.5694255,0.3210567,0.4948653
"ENSMUSG00000094557",5.538475,4.163148,4.351435,4.383204,4.915915,4.549808,4.157773,4.584274,4.573103
"ENSMUSG00000094559",55.20184,66.74785,62.79595,49.80992,42.83533,67.36447,73.37247,65.71689,53.2983
"ENSMUSG00000094566",1.282392,1.35302,1.445302,1.270881,1.499934,1.640666,1.838691,1.326928,1.293131
"ENSMUSG00000094568",3.867003,3.938348,3.93519,3.520979,3.809845,3.35627,3.983199,3.526269,3.378556
"ENSMUSG00000094574",2.626693,2.763408,3.072223,2.783774,2.947794,3.124661,3.482266,2.69401,2.389094
"ENSMUSG00000094588",0.7934376,0.6273651,0.797732,0.5956644,0.5587084,0.6841864,0.7479137,0.7524574,0.725414
"ENSMUSG00000094615",0.1136166,0.2410588,0.1766363,0.2048954,0.2775966,0.2800367,0.1567909,0.1033809,0.2358783
